resume_id,job_id,variant_id,proxy_type,proxy_value,base_skills_score,base_experience_score,base_education_course_score,base_projects_score,base_semantic_score,base_score,variant_skills_score,variant_experience_score,variant_education_course_score,variant_projects_score,variant_semantic_score,variant_score,score_delta,company,original_value,variant_value,original_course_status,variant_course_status,jd_requirement,context_classification,primary_changed_component,primary_component_change,primary_weighted_change,explanation
R001,JOB022,R001_CF_NAME,name,Ananya Iyer,0.0,1.0,0.0,0.0,0.769557,0.416366,0.0,1.0,0.0,0.0,0.766267,0.415592,-0.000774,Company_Data_A,Priya Nair,Ananya Iyer,,,Company: Company_Data_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications|Business Intelligence; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech|MCA; Minimum experience: 2 years,Not Supported,semantic,-0.00329,-0.000774,Changing name to Ananya Iyer changed the score from 0.4164 to 0.4156 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R183,JOB020,R183_CF_NAME_CITY,name+city,Ishita Chopra | Bangalore,0.0,1.0,0.0,0.0,0.746725,0.410994,0.0,1.0,0.0,0.0,0.731887,0.407503,-0.003491,Company_Consulting_A,Arjun Sharma | Kolkata,Ishita Chopra | Bangalore,,,Company: Company_Consulting_A; Preferred course: Project Management; Accepted courses: Project Management|Business Administration|Operations Management|Information Technology; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.014838,-0.003491,Changing name+city to Ishita Chopra | Bangalore changed the score from 0.4110 to 0.4075 (delta -0.0035). semantic made the largest negative weighted contribution change (-0.0035).
R183,JOB020,R183_CF_COLLEGE_EXPERIENCE,college+experience,BITS Pilani | 108,0.0,1.0,0.0,0.0,0.746725,0.410994,0.0,1.0,0.0,0.0,0.727591,0.406492,-0.004502,Company_Consulting_A,Indian Institute of Technology Kharagpur | 96,BITS Pilani | 108,,,Company: Company_Consulting_A; Preferred course: Project Management; Accepted courses: Project Management|Business Administration|Operations Management|Information Technology; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.019134,-0.004502,Changing college+experience to BITS Pilani | 108 changed the score from 0.4110 to 0.4065 (delta -0.0045). semantic made the largest negative weighted contribution change (-0.0045).
R183,JOB020,R183_CF_NAME_AGE,name+age,Ishita Chopra | 38,0.0,1.0,0.0,0.0,0.746725,0.410994,0.0,1.0,0.0,0.0,0.733474,0.407876,-0.003118,Company_Consulting_A,Arjun Sharma | 33,Ishita Chopra | 38,,,Company: Company_Consulting_A; Preferred course: Project Management; Accepted courses: Project Management|Business Administration|Operations Management|Information Technology; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.013251,-0.003118,Changing name+age to Ishita Chopra | 38 changed the score from 0.4110 to 0.4079 (delta -0.0031). semantic made the largest negative weighted contribution change (-0.0031).
R184,JOB009,R184_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Delhi | Bangalore,0.0,1.0,0.4,0.0,0.611142,0.449681,0.0,1.0,0.4,0.0,0.605327,0.448312,-0.001369,Company_Tech_A,Indian Institute of Technology Roorkee | Chennai,Indian Institute of Technology Delhi | Bangalore,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 2 years,Not Supported,semantic,-0.005815,-0.001368,Changing college+city to Indian Institute of Technology Delhi | Bangalore changed the score from 0.4497 to 0.4483 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
R184,JOB009,R184_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Delhi | Arjun Sharma,0.0,1.0,0.4,0.0,0.611142,0.449681,0.0,1.0,0.4,0.0,0.610553,0.449542,-0.000139,Company_Tech_A,Indian Institute of Technology Roorkee | Karan Mehta,Indian Institute of Technology Delhi | Arjun Sharma,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 2 years,Not Supported,semantic,-0.000589,-0.000139,Changing college+name to Indian Institute of Technology Delhi | Arjun Sharma changed the score from 0.4497 to 0.4495 (delta -0.0001). semantic made the largest negative weighted contribution change (-0.0001).
R184,JOB009,R184_CF_NAME_CITY,name+city,Arjun Sharma | Bangalore,0.0,1.0,0.4,0.0,0.611142,0.449681,0.0,1.0,0.4,0.0,0.611386,0.449738,5.7e-05,Company_Tech_A,Karan Mehta | Chennai,Arjun Sharma | Bangalore,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 2 years,Not Supported,semantic,0.000244,5.7e-05,Changing name+city to Arjun Sharma | Bangalore changed the score from 0.4497 to 0.4497 (delta +0.0001). semantic made the largest positive weighted contribution change (+0.0001).
R184,JOB009,R184_CF_DEGREE_AGE,degree+age,M.Tech | 33,0.0,1.0,0.4,0.0,0.611142,0.449681,0.0,1.0,0.4,0.0,0.607772,0.448888,-0.000793,Company_Tech_A,B.E. | 28,M.Tech | 33,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 2 years,Not Supported,semantic,-0.00337,-0.000793,Changing degree+age to M.Tech | 33 changed the score from 0.4497 to 0.4489 (delta -0.0008). semantic made the largest negative weighted contribution change (-0.0008).
R184,JOB009,R184_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Delhi | 60,0.0,1.0,0.4,0.0,0.611142,0.449681,0.0,1.0,0.4,0.0,0.603579,0.447901,-0.00178,Company_Tech_A,Indian Institute of Technology Roorkee | 48,Indian Institute of Technology Delhi | 60,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 2 years,Not Supported,semantic,-0.007563,-0.00178,Changing college+experience to Indian Institute of Technology Delhi | 60 changed the score from 0.4497 to 0.4479 (delta -0.0018). semantic made the largest negative weighted contribution change (-0.0018).
R184,JOB009,R184_CF_NAME_AGE,name+age,Arjun Sharma | 33,0.0,1.0,0.4,0.0,0.611142,0.449681,0.0,1.0,0.4,0.0,0.610153,0.449448,-0.000233,Company_Tech_A,Karan Mehta | 28,Arjun Sharma | 33,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Engineering; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|M.Tech; Minimum experience: 2 years,Not Supported,semantic,-0.000989,-0.000233,Changing name+age to Arjun Sharma | 33 changed the score from 0.4497 to 0.4494 (delta -0.0002). semantic made the largest negative weighted contribution change (-0.0002).
R185,JOB020,R185_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Guwahati | Mumbai,0.0,1.0,0.0,0.0,0.745285,0.410655,0.0,1.0,0.0,0.0,0.726895,0.406328,-0.004327,Company_Consulting_A,Indian Institute of Technology Kanpur | Kolkata,Indian Institute of Technology Guwahati | Mumbai,,,Company: Company_Consulting_A; Preferred course: Project Management; Accepted courses: Project Management|Business Administration|Operations Management|Information Technology; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.01839,-0.004327,Changing college+city to Indian Institute of Technology Guwahati | Mumbai changed the score from 0.4107 to 0.4063 (delta -0.0043). semantic made the largest negative weighted contribution change (-0.0043).
R185,JOB020,R185_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Guwahati | Aditya Verma,0.0,1.0,0.0,0.0,0.745285,0.410655,0.0,1.0,0.0,0.0,0.718557,0.404366,-0.006289,Company_Consulting_A,Indian Institute of Technology Kanpur | Divya Rao,Indian Institute of Technology Guwahati | Aditya Verma,,,Company: Company_Consulting_A; Preferred course: Project Management; Accepted courses: Project Management|Business Administration|Operations Management|Information Technology; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.026728,-0.006289,Changing college+name to Indian Institute of Technology Guwahati | Aditya Verma changed the score from 0.4107 to 0.4044 (delta -0.0063). semantic made the largest negative weighted contribution change (-0.0063).
R185,JOB020,R185_CF_NAME_CITY,name+city,Aditya Verma | Mumbai,0.0,1.0,0.0,0.0,0.745285,0.410655,0.0,1.0,0.0,0.0,0.738556,0.409072,-0.001583,Company_Consulting_A,Divya Rao | Kolkata,Aditya Verma | Mumbai,,,Company: Company_Consulting_A; Preferred course: Project Management; Accepted courses: Project Management|Business Administration|Operations Management|Information Technology; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.006729,-0.001583,Changing name+city to Aditya Verma | Mumbai changed the score from 0.4107 to 0.4091 (delta -0.0016). semantic made the largest negative weighted contribution change (-0.0016).
R185,JOB020,R185_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Guwahati | 108,0.0,1.0,0.0,0.0,0.745285,0.410655,0.0,1.0,0.0,0.0,0.724374,0.405735,-0.00492,Company_Consulting_A,Indian Institute of Technology Kanpur | 96,Indian Institute of Technology Guwahati | 108,,,Company: Company_Consulting_A; Preferred course: Project Management; Accepted courses: Project Management|Business Administration|Operations Management|Information Technology; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.020911,-0.00492,Changing college+experience to Indian Institute of Technology Guwahati | 108 changed the score from 0.4107 to 0.4057 (delta -0.0049). semantic made the largest negative weighted contribution change (-0.0049).
R185,JOB020,R185_CF_NAME_AGE,name+age,Aditya Verma | 40,0.0,1.0,0.0,0.0,0.745285,0.410655,0.0,1.0,0.0,0.0,0.739002,0.409177,-0.001478,Company_Consulting_A,Divya Rao | 35,Aditya Verma | 40,,,Company: Company_Consulting_A; Preferred course: Project Management; Accepted courses: Project Management|Business Administration|Operations Management|Information Technology; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.006283,-0.001478,Changing name+age to Aditya Verma | 40 changed the score from 0.4107 to 0.4092 (delta -0.0015). semantic made the largest negative weighted contribution change (-0.0015).
R186,JOB003,R186_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Chennai,0.0,1.0,0.0,0.0,0.705222,0.401229,0.0,1.0,0.0,0.0,0.716606,0.403907,0.002678,Company_Tech_A,Indian Institute of Technology Guwahati | Mumbai,Indian Institute of Technology Madras | Chennai,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.011384,0.002679,Changing college+city to Indian Institute of Technology Madras | Chennai changed the score from 0.4012 to 0.4039 (delta +0.0027). semantic made the largest positive weighted contribution change (+0.0027).
R186,JOB003,R186_CF_DEGREE_COURSE,degree+course,B.A. LL.B. | Law,0.0,1.0,0.0,0.0,0.705222,0.401229,0.0,1.0,0.0,0.0,0.714524,0.403417,0.002188,Company_Tech_A,Bachelor | Electrical Engineering,B.A. LL.B. | Law,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.009302,0.002189,Changing degree+course to B.A. LL.B. | Law changed the score from 0.4012 to 0.4034 (delta +0.0022). semantic made the largest positive weighted contribution change (+0.0022).
R186,JOB003,R186_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Neha Kapoor,0.0,1.0,0.0,0.0,0.705222,0.401229,0.0,1.0,0.0,0.0,0.716591,0.403904,0.002675,Company_Tech_A,Indian Institute of Technology Guwahati | Karan Mehta,Indian Institute of Technology Madras | Neha Kapoor,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.011369,0.002675,Changing college+name to Indian Institute of Technology Madras | Neha Kapoor changed the score from 0.4012 to 0.4039 (delta +0.0027). semantic made the largest positive weighted contribution change (+0.0027).
R186,JOB003,R186_CF_NAME_CITY,name+city,Neha Kapoor | Chennai,0.0,1.0,0.0,0.0,0.705222,0.401229,0.0,1.0,0.0,0.0,0.720588,0.404844,0.003615,Company_Tech_A,Karan Mehta | Mumbai,Neha Kapoor | Chennai,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.015366,0.003616,Changing name+city to Neha Kapoor | Chennai changed the score from 0.4012 to 0.4048 (delta +0.0036). semantic made the largest positive weighted contribution change (+0.0036).
R186,JOB003,R186_CF_DEGREE_AGE,degree+age,B.A. LL.B. | 38,0.0,1.0,0.0,0.0,0.705222,0.401229,0.0,1.0,0.0,0.0,0.714524,0.403417,0.002188,Company_Tech_A,Bachelor | 33,B.A. LL.B. | 38,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.009302,0.002189,Changing degree+age to B.A. LL.B. | 38 changed the score from 0.4012 to 0.4034 (delta +0.0022). semantic made the largest positive weighted contribution change (+0.0022).
R186,JOB003,R186_CF_COURSE_EXPERIENCE,course+experience,Law | 120,0.0,1.0,0.0,0.0,0.705222,0.401229,0.0,1.0,0.0,0.0,0.710246,0.402411,0.001182,Company_Tech_A,Electrical Engineering | 108,Law | 120,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.005024,0.001182,Changing course+experience to Law | 120 changed the score from 0.4012 to 0.4024 (delta +0.0012). semantic made the largest positive weighted contribution change (+0.0012).
R186,JOB003,R186_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 120,0.0,1.0,0.0,0.0,0.705222,0.401229,0.0,1.0,0.0,0.0,0.715684,0.40369,0.002461,Company_Tech_A,Indian Institute of Technology Guwahati | 108,Indian Institute of Technology Madras | 120,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.010462,0.002462,Changing college+experience to Indian Institute of Technology Madras | 120 changed the score from 0.4012 to 0.4037 (delta +0.0025). semantic made the largest positive weighted contribution change (+0.0025).
R186,JOB003,R186_CF_NAME_AGE,name+age,Neha Kapoor | 38,0.0,1.0,0.0,0.0,0.705222,0.401229,0.0,1.0,0.0,0.0,0.719801,0.404659,0.00343,Company_Tech_A,Karan Mehta | 33,Neha Kapoor | 38,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.014579,0.00343,Changing name+age to Neha Kapoor | 38 changed the score from 0.4012 to 0.4047 (delta +0.0034). semantic made the largest positive weighted contribution change (+0.0034).
R187,JOB003,R187_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Madras | Chennai,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,1.0,0.4,0.0,0.77566,0.488391,0.001585,Company_Tech_A,Indian Institute of Technology Kharagpur | Pune,Indian Institute of Technology Madras | Chennai,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.006734,0.001584,Changing college+city to Indian Institute of Technology Madras | Chennai changed the score from 0.4868 to 0.4884 (delta +0.0016). semantic made the largest positive weighted contribution change (+0.0016).
R187,JOB003,R187_CF_DEGREE_COURSE,degree+course,LLM | Human Resources,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,1.0,0.0,0.0,0.770539,0.416597,-0.070209,Company_Tech_A,B.Sc | Computer Science,LLM | Human Resources,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,education_course,-0.4,-0.070588,Changing degree+course to LLM | Human Resources changed the score from 0.4868 to 0.4166 (delta -0.0702). education_course made the largest negative weighted contribution change (-0.0706).
R187,JOB003,R187_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Madras | Vikram Reddy,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,1.0,0.4,0.0,0.772143,0.487563,0.000757,Company_Tech_A,Indian Institute of Technology Kharagpur | Karan Mehta,Indian Institute of Technology Madras | Vikram Reddy,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.003217,0.000757,Changing college+name to Indian Institute of Technology Madras | Vikram Reddy changed the score from 0.4868 to 0.4876 (delta +0.0008). semantic made the largest positive weighted contribution change (+0.0008).
R187,JOB003,R187_CF_NAME_CITY,name+city,Vikram Reddy | Chennai,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,1.0,0.4,0.0,0.776499,0.488588,0.001782,Company_Tech_A,Karan Mehta | Pune,Vikram Reddy | Chennai,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.007573,0.001782,Changing name+city to Vikram Reddy | Chennai changed the score from 0.4868 to 0.4886 (delta +0.0018). semantic made the largest positive weighted contribution change (+0.0018).
R187,JOB003,R187_CF_DEGREE_AGE,degree+age,LLM | 41,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,Company_Tech_A,B.Sc | 36,LLM | 41,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,skills,0.0,0.0,Changing degree+age to LLM | 41 changed the score from 0.4868 to 0.4868 (delta +0.0000). No screening component changed.
R187,JOB003,R187_CF_COURSE_EXPERIENCE,course+experience,Human Resources | 121,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,1.0,0.0,0.0,0.770539,0.416597,-0.070209,Company_Tech_A,Computer Science | 109,Human Resources | 121,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,education_course,-0.4,-0.070588,Changing course+experience to Human Resources | 121 changed the score from 0.4868 to 0.4166 (delta -0.0702). education_course made the largest negative weighted contribution change (-0.0706).
R187,JOB003,R187_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Madras | 121,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,1.0,0.4,0.0,0.774175,0.488041,0.001235,Company_Tech_A,Indian Institute of Technology Kharagpur | 109,Indian Institute of Technology Madras | 121,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.005249,0.001235,Changing college+experience to Indian Institute of Technology Madras | 121 changed the score from 0.4868 to 0.4880 (delta +0.0012). semantic made the largest positive weighted contribution change (+0.0012).
R187,JOB003,R187_CF_NAME_AGE,name+age,Vikram Reddy | 41,0.0,1.0,0.4,0.0,0.768926,0.486806,0.0,1.0,0.4,0.0,0.775603,0.488377,0.001571,Company_Tech_A,Karan Mehta | 36,Vikram Reddy | 41,,,Company: Company_Tech_A; Preferred course: Computer Science and Engineering; Accepted courses: Computer Science and Engineering|Information Technology|Computer Applications; Preferred degree: B.Tech; Accepted degrees: B.Tech|B.E.|MCA|BCA; Minimum experience: 1 years,Not Supported,semantic,0.006677,0.001571,Changing name+age to Vikram Reddy | 41 changed the score from 0.4868 to 0.4884 (delta +0.0016). semantic made the largest positive weighted contribution change (+0.0016).
R188,JOB019,R188_CF_COLLEGE_CITY,college+city,Indian Institute of Technology Kharagpur | Hyderabad,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,1.0,0.0,0.0,0.672428,0.393512,0.002434,Company_Consulting_A,Indian Institute of Technology Guwahati | Bangalore,Indian Institute of Technology Kharagpur | Hyderabad,,,Company: Company_Consulting_A; Preferred course: Operations Management; Accepted courses: Operations Management|Business Administration; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 4 years,Not Supported,semantic,0.010346,0.002434,Changing college+city to Indian Institute of Technology Kharagpur | Hyderabad changed the score from 0.3911 to 0.3935 (delta +0.0024). semantic made the largest positive weighted contribution change (+0.0024).
R188,JOB019,R188_CF_DEGREE_COURSE,degree+course,Diploma | Human Resources,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,1.0,0.0,0.0,0.663176,0.391336,0.000258,Company_Consulting_A,BCA | Computer Applications,Diploma | Human Resources,,,Company: Company_Consulting_A; Preferred course: Operations Management; Accepted courses: Operations Management|Business Administration; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 4 years,Not Supported,semantic,0.001094,0.000257,Changing degree+course to Diploma | Human Resources changed the score from 0.3911 to 0.3913 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R188,JOB019,R188_CF_COLLEGE_NAME,college+name,Indian Institute of Technology Kharagpur | Vikram Reddy,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,1.0,0.0,0.0,0.656221,0.389699,-0.001379,Company_Consulting_A,Indian Institute of Technology Guwahati | Rohan Gupta,Indian Institute of Technology Kharagpur | Vikram Reddy,,,Company: Company_Consulting_A; Preferred course: Operations Management; Accepted courses: Operations Management|Business Administration; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 4 years,Not Supported,semantic,-0.005861,-0.001379,Changing college+name to Indian Institute of Technology Kharagpur | Vikram Reddy changed the score from 0.3911 to 0.3897 (delta -0.0014). semantic made the largest negative weighted contribution change (-0.0014).
R188,JOB019,R188_CF_NAME_CITY,name+city,Vikram Reddy | Hyderabad,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,1.0,0.0,0.0,0.660037,0.390597,-0.000481,Company_Consulting_A,Rohan Gupta | Bangalore,Vikram Reddy | Hyderabad,,,Company: Company_Consulting_A; Preferred course: Operations Management; Accepted courses: Operations Management|Business Administration; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 4 years,Not Supported,semantic,-0.002045,-0.000481,Changing name+city to Vikram Reddy | Hyderabad changed the score from 0.3911 to 0.3906 (delta -0.0005). semantic made the largest negative weighted contribution change (-0.0005).
R188,JOB019,R188_CF_DEGREE_AGE,degree+age,Diploma | 49,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,1.0,0.0,0.0,0.663176,0.391336,0.000258,Company_Consulting_A,BCA | 44,Diploma | 49,,,Company: Company_Consulting_A; Preferred course: Operations Management; Accepted courses: Operations Management|Business Administration; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 4 years,Not Supported,semantic,0.001094,0.000257,Changing degree+age to Diploma | 49 changed the score from 0.3911 to 0.3913 (delta +0.0003). semantic made the largest positive weighted contribution change (+0.0003).
R188,JOB019,R188_CF_COURSE_EXPERIENCE,course+experience,Human Resources | 216,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,Company_Consulting_A,Computer Applications | 204,Human Resources | 216,,,Company: Company_Consulting_A; Preferred course: Operations Management; Accepted courses: Operations Management|Business Administration; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 4 years,Not Supported,skills,0.0,0.0,Changing course+experience to Human Resources | 216 changed the score from 0.3911 to 0.3911 (delta +0.0000). No screening component changed.
R188,JOB019,R188_CF_COLLEGE_EXPERIENCE,college+experience,Indian Institute of Technology Kharagpur | 216,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,1.0,0.0,0.0,0.666631,0.392149,0.001071,Company_Consulting_A,Indian Institute of Technology Guwahati | 204,Indian Institute of Technology Kharagpur | 216,,,Company: Company_Consulting_A; Preferred course: Operations Management; Accepted courses: Operations Management|Business Administration; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 4 years,Not Supported,semantic,0.004549,0.00107,Changing college+experience to Indian Institute of Technology Kharagpur | 216 changed the score from 0.3911 to 0.3921 (delta +0.0011). semantic made the largest positive weighted contribution change (+0.0011).
R188,JOB019,R188_CF_NAME_AGE,name+age,Vikram Reddy | 49,0.0,1.0,0.0,0.0,0.662082,0.391078,0.0,1.0,0.0,0.0,0.652793,0.388892,-0.002186,Company_Consulting_A,Rohan Gupta | 44,Vikram Reddy | 49,,,Company: Company_Consulting_A; Preferred course: Operations Management; Accepted courses: Operations Management|Business Administration; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 4 years,Not Supported,semantic,-0.009289,-0.002186,Changing name+age to Vikram Reddy | 49 changed the score from 0.3911 to 0.3889 (delta -0.0022). semantic made the largest negative weighted contribution change (-0.0022).
R189,JOB005,R189_CF_COLLEGE_CITY,college+city,NIT Tiruchirappalli | Ahmedabad,0.25,1.0,0.0,0.0,0.706535,0.489773,0.25,1.0,0.0,0.0,0.694836,0.48702,-0.002753,Company_Consulting_A,BITS Pilani | Mumbai,NIT Tiruchirappalli | Ahmedabad,,,Company: Company_Consulting_A; Preferred course: Business Administration; Accepted courses: Business Administration|Computer Science and Engineering|Information Technology|Finance; Preferred degree: MBA; Accepted degrees: MBA|BBA|B.Tech|B.E.; Minimum experience: 2 years,Not Supported,semantic,-0.011699,-0.002753,Changing college+city to NIT Tiruchirappalli | Ahmedabad changed the score from 0.4898 to 0.4870 (delta -0.0028). semantic made the largest negative weighted contribution change (-0.0028).
