resume_id,job_id,variant_id,proxy_type,proxy_value,base_score,variant_score,score_delta,abs_delta,direction,context_classification,magnitude_category,audit_signal,primary_changed_component,high_magnitude_direct_proxy,any_decision_flip,flip_direction,base_selected_0.55,variant_selected_0.55,decision_flip_0.55,base_selected_0.6,variant_selected_0.6,decision_flip_0.6,base_selected_0.65,variant_selected_0.65,decision_flip_0.65
R150,JOB005,R150_CF_CITY,city,Delhi,0.488393,0.486783,-0.00161,0.00161,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R150,JOB005,R150_CF_AGE,age,33,0.488393,0.486947,-0.001446,0.001446,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R151,JOB010,R151_CF_NAME,name,Vikram Reddy,0.469054,0.469846,0.000792,0.000792,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R151,JOB010,R151_CF_COLLEGE,college,Indian Institute of Technology Madras,0.469054,0.468965,-8.9e-05,8.9e-05,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R151,JOB010,R151_CF_CITY,city,Mumbai,0.469054,0.468795,-0.000259,0.000259,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R151,JOB010,R151_CF_AGE,age,37,0.469054,0.469054,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R152,JOB010,R152_CF_NAME,name,Vikram Reddy,0.471933,0.472612,0.000679,0.000679,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R152,JOB010,R152_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.471933,0.471077,-0.000856,0.000856,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R152,JOB010,R152_CF_CITY,city,Chennai,0.471933,0.473199,0.001266,0.001266,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R152,JOB010,R152_CF_AGE,age,37,0.471933,0.471933,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R153,JOB022,R153_CF_NAME,name,Rohan Gupta,0.515884,0.512935,-0.002949,0.002949,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R153,JOB022,R153_CF_COLLEGE,college,NIT Tiruchirappalli,0.515884,0.509635,-0.006249,0.006249,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R153,JOB022,R153_CF_CITY,city,Pune,0.515884,0.512694,-0.00319,0.00319,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R153,JOB022,R153_CF_AGE,age,36,0.515884,0.515753,-0.000131,0.000131,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R154,JOB013,R154_CF_NAME,name,Priya Nair,0.404757,0.403227,-0.00153,0.00153,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R154,JOB013,R154_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.404757,0.405252,0.000495,0.000495,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R154,JOB013,R154_CF_CITY,city,Ahmedabad,0.404757,0.40488,0.000123,0.000123,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R154,JOB013,R154_CF_AGE,age,36,0.404757,0.410011,0.005254,0.005254,Score Increased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R155,JOB013,R155_CF_NAME,name,Ananya Iyer,0.491422,0.489111,-0.002311,0.002311,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R155,JOB013,R155_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.491422,0.489287,-0.002135,0.002135,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R155,JOB013,R155_CF_CITY,city,Kolkata,0.491422,0.489119,-0.002303,0.002303,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R155,JOB013,R155_CF_AGE,age,34,0.491422,0.490959,-0.000463,0.000463,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R156,JOB015,R156_CF_NAME,name,Arjun Sharma,0.473368,0.473128,-0.00024,0.00024,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R156,JOB015,R156_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.473368,0.474561,0.001193,0.001193,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R156,JOB015,R156_CF_CITY,city,Delhi,0.473368,0.47296,-0.000408,0.000408,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R156,JOB015,R156_CF_AGE,age,38,0.473368,0.4734,3.2e-05,3.2e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R157,JOB011,R157_CF_NAME,name,Aditya Verma,0.560383,0.559981,-0.000402,0.000402,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R157,JOB011,R157_CF_COLLEGE,college,Indian Institute of Technology Delhi,0.560383,0.559144,-0.001239,0.001239,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R157,JOB011,R157_CF_CITY,city,Mumbai,0.560383,0.560239,-0.000144,0.000144,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R157,JOB011,R157_CF_AGE,age,40,0.560383,0.560383,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R158,JOB009,R158_CF_NAME,name,Neha Kapoor,0.657818,0.656001,-0.001817,0.001817,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,True,True,False
R158,JOB009,R158_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.657818,0.657869,5.1e-05,5.1e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,True,True,False
R158,JOB009,R158_CF_CITY,city,Mumbai,0.657818,0.658095,0.000277,0.000277,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,True,True,False
R158,JOB009,R158_CF_AGE,age,41,0.657818,0.657818,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,True,True,False,True,True,False
R159,JOB001,R159_CF_NAME,name,Neha Kapoor,0.467569,0.460822,-0.006747,0.006747,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R159,JOB001,R159_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.467569,0.468018,0.000449,0.000449,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R159,JOB001,R159_CF_CITY,city,Pune,0.467569,0.466782,-0.000787,0.000787,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R159,JOB001,R159_CF_AGE,age,32,0.467569,0.466575,-0.000994,0.000994,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R160,JOB016,R160_CF_NAME,name,Karan Mehta,0.622568,0.621997,-0.000571,0.000571,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R160,JOB016,R160_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.622568,0.623109,0.000541,0.000541,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R160,JOB016,R160_CF_CITY,city,Hyderabad,0.622568,0.62325,0.000682,0.000682,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R160,JOB016,R160_CF_AGE,age,35,0.622568,0.622568,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R161,JOB011,R161_CF_NAME,name,Divya Rao,0.574578,0.575104,0.000526,0.000526,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R161,JOB011,R161_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.574578,0.576615,0.002037,0.002037,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R161,JOB011,R161_CF_CITY,city,Ahmedabad,0.574578,0.575196,0.000618,0.000618,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R161,JOB011,R161_CF_AGE,age,30,0.574578,0.574578,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,False,False,False,False,False,False
R162,JOB009,R162_CF_NAME,name,Rohan Gupta,0.44846,0.449155,0.000695,0.000695,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R162,JOB009,R162_CF_COLLEGE,college,NIT Tiruchirappalli,0.44846,0.448976,0.000516,0.000516,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R162,JOB009,R162_CF_CITY,city,Kolkata,0.44846,0.448169,-0.000291,0.000291,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R162,JOB009,R162_CF_AGE,age,34,0.44846,0.44846,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R163,JOB014,R163_CF_NAME,name,Ananya Iyer,0.429824,0.429223,-0.000601,0.000601,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R163,JOB014,R163_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.429824,0.430771,0.000947,0.000947,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R163,JOB014,R163_CF_CITY,city,Bangalore,0.429824,0.429491,-0.000333,0.000333,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R163,JOB014,R163_CF_AGE,age,34,0.429824,0.429519,-0.000305,0.000305,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R164,JOB010,R164_CF_NAME,name,Ananya Iyer,0.472364,0.472542,0.000178,0.000178,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R164,JOB010,R164_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.472364,0.477726,0.005362,0.005362,Score Increased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R164,JOB010,R164_CF_CITY,city,Delhi,0.472364,0.476925,0.004561,0.004561,Score Increased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R164,JOB010,R164_CF_AGE,age,32,0.472364,0.477312,0.004948,0.004948,Score Increased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R165,JOB015,R165_CF_NAME,name,Ishita Chopra,0.480826,0.481527,0.000701,0.000701,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R165,JOB015,R165_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.480826,0.482848,0.002022,0.002022,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R165,JOB015,R165_CF_CITY,city,Mumbai,0.480826,0.481051,0.000225,0.000225,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R165,JOB015,R165_CF_AGE,age,41,0.480826,0.483129,0.002303,0.002303,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R166,JOB023,R166_CF_NAME,name,Aditya Verma,0.48694,0.481468,-0.005472,0.005472,Score Decreased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R166,JOB023,R166_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.48694,0.484076,-0.002864,0.002864,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R166,JOB023,R166_CF_CITY,city,Pune,0.48694,0.485553,-0.001387,0.001387,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R166,JOB023,R166_CF_AGE,age,39,0.48694,0.486724,-0.000216,0.000216,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R167,JOB012,R167_CF_NAME,name,Aditya Verma,0.544032,0.546344,0.002312,0.002312,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R167,JOB012,R167_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.544032,0.547801,0.003769,0.003769,Score Increased,Not Supported,High,Potentially Unsupported Proxy — High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R167,JOB012,R167_CF_CITY,city,Pune,0.544032,0.543113,-0.000919,0.000919,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R167,JOB012,R167_CF_AGE,age,31,0.544032,0.544032,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R168,JOB023,R168_CF_NAME,name,Neha Kapoor,0.540334,0.535873,-0.004461,0.004461,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R168,JOB023,R168_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.540334,0.539957,-0.000377,0.000377,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R168,JOB023,R168_CF_CITY,city,Ahmedabad,0.540334,0.537738,-0.002596,0.002596,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R168,JOB023,R168_CF_AGE,age,46,0.540334,0.540558,0.000224,0.000224,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R169,JOB024,R169_CF_NAME,name,Vikram Reddy,0.484432,0.480308,-0.004124,0.004124,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R169,JOB024,R169_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.484432,0.482798,-0.001634,0.001634,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R169,JOB024,R169_CF_CITY,city,Kolkata,0.484432,0.483068,-0.001364,0.001364,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R169,JOB024,R169_CF_AGE,age,32,0.484432,0.487095,0.002663,0.002663,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R170,JOB015,R170_CF_NAME,name,Vikram Reddy,0.47279,0.473029,0.000239,0.000239,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R170,JOB015,R170_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.47279,0.472959,0.000169,0.000169,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R170,JOB015,R170_CF_CITY,city,Delhi,0.47279,0.47223,-0.00056,0.00056,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R170,JOB015,R170_CF_AGE,age,37,0.47279,0.47279,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R171,JOB023,R171_CF_NAME,name,Rohan Gupta,0.482871,0.480896,-0.001975,0.001975,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R171,JOB023,R171_CF_COLLEGE,college,NIT Tiruchirappalli,0.482871,0.47295,-0.009921,0.009921,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R171,JOB023,R171_CF_CITY,city,Delhi,0.482871,0.477925,-0.004946,0.004946,Score Decreased,Not Supported,Very High,Potentially Unsupported Proxy — Very High,semantic,True,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R171,JOB023,R171_CF_AGE,age,37,0.482871,0.482013,-0.000858,0.000858,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R172,JOB022,R172_CF_NAME,name,Priya Nair,0.629248,0.629019,-0.000229,0.000229,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R172,JOB022,R172_CF_COLLEGE,college,Indian Institute of Technology Bombay,0.629248,0.628524,-0.000724,0.000724,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R172,JOB022,R172_CF_CITY,city,Mumbai,0.629248,0.62874,-0.000508,0.000508,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R172,JOB022,R172_CF_AGE,age,36,0.629248,0.628602,-0.000646,0.000646,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R173,JOB001,R173_CF_NAME,name,Ishita Chopra,0.490202,0.488194,-0.002008,0.002008,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R173,JOB001,R173_CF_COLLEGE,college,Indian Institute of Technology Kanpur,0.490202,0.489124,-0.001078,0.001078,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R173,JOB001,R173_CF_CITY,city,Pune,0.490202,0.492244,0.002042,0.002042,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R173,JOB001,R173_CF_AGE,age,36,0.490202,0.492608,0.002406,0.002406,Score Increased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R174,JOB015,R174_CF_NAME,name,Ishita Chopra,0.476471,0.477226,0.000755,0.000755,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R174,JOB015,R174_CF_COLLEGE,college,BITS Pilani,0.476471,0.47737,0.000899,0.000899,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R174,JOB015,R174_CF_CITY,city,Pune,0.476471,0.476486,1.5e-05,1.5e-05,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R174,JOB015,R174_CF_AGE,age,39,0.476471,0.476471,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R175,JOB014,R175_CF_NAME,name,Arjun Sharma,0.47995,0.48184,0.00189,0.00189,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R175,JOB014,R175_CF_COLLEGE,college,Indian Institute of Technology Roorkee,0.47995,0.476975,-0.002975,0.002975,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R175,JOB014,R175_CF_CITY,city,Ahmedabad,0.47995,0.478529,-0.001421,0.001421,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R175,JOB014,R175_CF_AGE,age,39,0.47995,0.47995,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R176,JOB024,R176_CF_NAME,name,Aditya Verma,0.382547,0.380464,-0.002083,0.002083,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R176,JOB024,R176_CF_COLLEGE,college,Indian Institute of Technology Guwahati,0.382547,0.380924,-0.001623,0.001623,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R176,JOB024,R176_CF_CITY,city,Kolkata,0.382547,0.382663,0.000116,0.000116,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R176,JOB024,R176_CF_AGE,age,38,0.382547,0.383154,0.000607,0.000607,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R177,JOB009,R177_CF_NAME,name,Neha Kapoor,0.405788,0.405666,-0.000122,0.000122,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R177,JOB009,R177_CF_COLLEGE,college,Indian Institute of Technology Madras,0.405788,0.406094,0.000306,0.000306,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R177,JOB009,R177_CF_CITY,city,Bangalore,0.405788,0.405906,0.000118,0.000118,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R177,JOB009,R177_CF_AGE,age,42,0.405788,0.405788,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R178,JOB025,R178_CF_NAME,name,Vikram Reddy,0.620253,0.621033,0.00078,0.00078,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R178,JOB025,R178_CF_COLLEGE,college,Indian Institute of Science Bangalore,0.620253,0.620149,-0.000104,0.000104,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R178,JOB025,R178_CF_CITY,city,Delhi,0.620253,0.620083,-0.00017,0.00017,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R178,JOB025,R178_CF_AGE,age,40,0.620253,0.620253,0.0,0.0,No Change,Not Supported,Low,No Material Change,skills,False,False,No Decision Flip,True,True,False,True,True,False,False,False,False
R179,JOB008,R179_CF_NAME,name,Divya Rao,0.484205,0.485583,0.001378,0.001378,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R179,JOB008,R179_CF_COLLEGE,college,Indian Institute of Technology Kharagpur,0.484205,0.484373,0.000168,0.000168,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R179,JOB008,R179_CF_CITY,city,Mumbai,0.484205,0.484829,0.000624,0.000624,Score Increased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R179,JOB008,R179_CF_AGE,age,33,0.484205,0.484087,-0.000118,0.000118,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R180,JOB024,R180_CF_NAME,name,Rohan Gupta,0.476201,0.473356,-0.002845,0.002845,Score Decreased,Not Supported,Moderate,Potentially Unsupported Proxy — Moderate,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
R180,JOB024,R180_CF_COLLEGE,college,NIT Tiruchirappalli,0.476201,0.474767,-0.001434,0.001434,Score Decreased,Not Supported,Low,Potentially Unsupported Proxy — Low,semantic,False,False,No Decision Flip,False,False,False,False,False,False,False,False,False
